187,70 1,352E06
188,10 8,8227E05
188,50 5,9303E05
189,00 7,2537E05
189,40 9,898E05
189,80 1,1516E06
190,30 1,2289E06
190,70 1,1994E06
191,20 1,2241E06
191,60 1,3666E06
192,00 1,4908E06
192,50 1,5609E06
192,90 1,5752E06
193,30 1,5699E06
193,80 1,5016E06
194,20 1,3022E06
194,70 6,6779E05
195,10 2,1947E05
195,50 46107,00
196,00 3751,80
196,40 19791,00
196,80 37863,00
197,30 1,0746E05
197,70 1,6993E05
198,20 2,3133E05
198,60 2,6816E05
199,00 3,0968E05
199,50 2,9315E05
199,90 2,7989E05
200,30 3,0032E05
200,80 3,3947E05
201,20 4,0474E05
201,70 4,6993E05
202,10 6,2364E05
202,50 7,207E05
203,00 7,9022E05
203,40 8,6796E05
203,80 1,0304E06
204,30 1,1861E06
204,70 1,2608E06
205,20 1,3473E06
205,60 1,3891E06
206,00 1,4329E06
206,50 1,4636E06
206,90 1,4858E06
207,30 1,5066E06
207,80 1,5318E06
208,20 1,5457E06
208,70 1,5556E06
209,10 1,5778E06
209,50 1,5905E06
210,00 1,5969E06
210,40 1,6078E06
210,80 1,6138E06
211,30 1,6216E06
211,70 1,6254E06
212,20 1,6295E06
212,60 1,6348E06
213,00 1,6375E06
213,50 1,6423E06
213,90 1,6497E06
214,30 1,6506E06
214,80 1,6544E06
215,20 1,6552E06
215,70 1,6607E06
216,10 1,658E06
216,50 1,6643E06
217,00 1,6677E06
217,40 1,6685E06
217,80 1,6704E06
218,30 1,6688E06
218,70 1,6715E06
219,10 1,6718E06
219,60 1,6744E06
220,00 1,6735E06
220,50 1,6762E06
220,90 1,6759E06
221,30 1,6757E06
221,80 1,676E06
222,20 1,6765E06
222,60 1,6779E06
223,10 1,6793E06
223,50 1,6792E06
224,00 1,6794E06
224,40 1,6792E06
224,80 1,6798E06
225,30 1,6792E06
225,70 1,6795E06
226,10 1,6795E06
226,60 1,6815E06
227,00 1,6797E06
227,50 1,6801E06
227,90 1,6788E06
228,30 1,6799E06
228,80 1,6785E06
229,20 1,6792E06
229,60 1,6788E06
230,10 1,6793E06
230,50 1,6789E06
231,00 1,6786E06
231,40 1,6767E06
231,80 1,6773E06
232,30 1,6776E06
232,70 1,6778E06
233,10 1,6764E06
233,60 1,6773E06
234,00 1,6753E06
234,50 1,6755E06
234,90 1,6766E06
235,30 1,6748E06
235,80 1,674E06
236,20 1,6739E06
236,60 1,6761E06
237,10 1,6732E06
237,50 1,6732E06
238,00 1,6758E06
238,40 1,6724E06
238,80 1,673E06
239,30 1,6745E06
239,70 1,6694E06
240,10 1,6665E06
240,60 1,6702E06
241,00 1,6662E06
241,50 1,66E06
241,90 1,6604E06
242,30 1,6586E06
242,80 1,6581E06
243,20 1,6487E06
243,60 1,6429E06
244,10 1,6394E06
244,50 1,6461E06
245,00 1,631E06
245,40 1,6251E06
245,80 1,6307E06
246,30 1,6206E06
246,70 1,6171E06
247,10 1,611E06
247,60 1,6104E06
248,00 1,6136E06
248,50 1,6075E06
248,90 1,6016E06
249,30 1,602E06
249,80 1,6088E06
250,20 1,5974E06
250,60 1,5867E06
251,10 1,584E06
251,50 1,5843E06
252,00 1,5743E06
252,40 1,5648E06
252,80 1,56E06
253,30 1,5602E06
253,70 1,5452E06
254,10 1,5194E06
254,60 1,5163E06
255,00 1,5049E06
255,50 1,4634E06
255,90 1,4415E06
256,30 1,4469E06
256,80 1,4225E06
257,20 1,3753E06
257,60 1,3125E06
258,10 1,2758E06
258,50 1,2471E06
259,00 1,2259E06
259,40 1,0762E06
259,80 1,022E06
260,30 1,0103E06
260,70 9,9714E05
261,10 9,1492E05
261,60 8,9728E05
262,00 9,6195E05
262,50 9,2568E05
262,90 8,5835E05
263,30 8,2284E05
263,80 8,9687E05
264,20 9,193E05
264,60 8,5817E05
265,10 8,4807E05
265,50 8,514E05
266,00 8,2714E05
266,40 7,613E05
266,80 6,962E05
267,30 6,7129E05
267,70 6,5446E05
268,10 5,62E05
268,60 4,6766E05
269,00 4,1272E05
269,50 3,5174E05
269,90 3,2603E05
270,30 3,5628E05
270,80 4,2347E05
271,20 3,6041E05
271,60 2,6433E05
272,10 2,0283E05
272,50 1,501E05
273,00 1,0854E05
273,40 72023,00
273,80 1,089E05
274,30 3,6805E05
274,70 9,1488E05
275,10 1,4109E06
275,60 1,524E06
276,00 1,5309E06
276,50 1,4899E06
276,90 1,25E06
277,30 5,8701E05
277,80 8,7269E05
278,20 1,4864E06
278,60 1,6029E06
279,10 1,6429E06
279,50 1,659E06
280,00 1,6634E06
280,40 1,6573E06
280,80 1,6402E06
281,30 1,5821E06
281,70 1,4979E06
282,10 1,5121E06
282,60 1,5637E06
283,00 1,5828E06
283,50 1,5785E06
283,90 1,5607E06
284,30 1,514E06
284,80 1,3759E06
285,20 9,3429E05
285,60 3,2116E05
286,10 56328,00
286,50 50188,00
287,00 92486,00
287,40 1,9921E05
287,80 3,2339E05
288,30 4,2721E05
288,70 5,1994E05
289,10 5,1214E05
289,60 5,1702E05
290,00 5,3109E05
290,40 5,3761E05
290,90 5,9674E05
291,30 6,6989E05
291,80 7,759E05
292,20 8,4468E05
292,60 9,4621E05
293,10 1,0168E06
293,50 1,0929E06
293,90 1,1683E06
294,40 1,2529E06
294,80 1,3065E06
295,30 1,3295E06
295,70 1,3648E06
296,10 1,4112E06
296,60 1,4203E06
297,00 1,4249E06
297,40 1,455E06
297,90 1,452E06
298,30 1,4608E06
298,80 1,4735E06
299,20 1,4932E06
299,60 1,5079E06
300,10 1,5103E06
300,50 1,5247E06
300,90 1,5127E06
301,40 1,5207E06
301,80 1,5241E06
302,30 1,5253E06
302,70 1,5299E06
303,10 1,5502E06
303,60 1,5466E06
304,00 1,5576E06
304,40 1,571E06
304,90 1,5833E06
305,30 1,5936E06
305,80 1,5885E06
306,20 1,5988E06
306,60 1,6089E06
307,10 1,6169E06
307,50 1,6196E06
307,90 1,6248E06
308,40 1,6249E06
308,80 1,6313E06
309,30 1,633E06
309,70 1,6359E06
310,10 1,6449E06
310,60 1,6406E06
311,00 1,6439E06
311,40 1,6451E06
311,90 1,6461E06
312,30 1,647E06
312,80 1,6424E06
313,20 1,6448E06
313,60 1,6458E06
314,10 1,644E06
314,50 1,6426E06
314,90 1,6437E06
315,40 1,6449E06
315,80 1,6473E06
316,30 1,6451E06
316,70 1,6445E06
317,10 1,6497E06
317,60 1,6487E06
318,00 1,6552E06
318,40 1,6573E06
318,90 1,6567E06
319,30 1,6565E06
319,80 1,659E06
320,20 1,6564E06
320,60 1,6568E06
321,10 1,6635E06
321,50 1,6596E06
321,90 1,6662E06
322,40 1,6597E06
322,80 1,6628E06
323,30 1,6646E06
323,70 1,6589E06
324,10 1,6627E06
324,60 1,6608E06
325,00 1,6617E06
325,40 1,6559E06
325,90 1,6603E06
326,30 1,6609E06
326,80 1,6546E06
327,20 1,6537E06
327,60 1,6501E06
328,10 1,6517E06
328,50 1,6557E06
328,90 1,6519E06
329,40 1,6451E06
329,80 1,6453E06
330,30 1,6408E06
330,70 1,6415E06
331,10 1,647E06
331,60 1,6391E06
332,00 1,6435E06
332,40 1,6422E06
332,90 1,6403E06
333,30 1,6419E06
333,80 1,6405E06
334,20 1,637E06
334,60 1,6335E06
335,10 1,6344E06
335,50 1,6345E06
335,90 1,6347E06
336,40 1,6286E06
336,80 1,6264E06
337,30 1,6248E06
337,70 1,6173E06
338,10 1,612E06
338,60 1,6128E06
339,00 1,6049E06
339,40 1,5934E06
339,90 1,5845E06
340,30 1,5712E06
340,80 1,5656E06
341,20 1,549E06
341,60 1,5385E06
342,10 1,5266E06
342,50 1,5205E06
342,90 1,5042E06
343,40 1,4995E06
343,80 1,4713E06
344,30 1,4537E06
344,70 1,4391E06
345,10 1,4135E06
345,60 1,3935E06
346,00 1,3788E06
346,40 1,3707E06
346,90 1,3416E06
347,30 1,3381E06
347,80 1,3421E06
348,20 1,3152E06
348,60 1,299E06
349,10 1,2818E06
349,50 1,2681E06
349,90 1,2202E06
350,40 1,1623E06
350,80 1,1071E06
351,30 1,0777E06
351,70 9,9358E05
352,10 9,266E05
352,60 9,0008E05
353,00 8,0934E05
353,40 7,7655E05
353,90 7,291E05
354,30 6,5682E05
354,80 5,8518E05
355,20 5,4269E05
355,60 4,9877E05
356,10 4,9127E05
356,50 4,3117E05
356,90 4,1322E05
357,40 3,2046E05
357,80 2,5556E05
358,30 2,3507E05
358,70 2,0063E05
359,10 1,8579E05
359,60 1,8991E05
